origen,destino,tipo,relacion_original,negada,documento_id,documento_fecha,frase_evidencia
Coronel,Prensa,CONOCE,CONOCE,False,1734,1977-10-10,"ASUNTO: 503.- Recorte de prensa con noticia sobre un Jefe del Cuerpo.-  Para conocimiento de esa Central, adjunto se remite recorte de prensa del periódico ""Mundo Diario"" de esta Ciudad, que publica en su edición correspondiente al día de la fecha, y que hace referencia a los actos celebrados en el Acuartelamiento de la Comandancia de Málaga, con motivo de la festividad de la Patrona del Cuerpo, a la que acudió el Teniente Coronel ""Tejero"", al cual le fue tributado un caluroso y dilatado aplauso por parte de los asistentes, después de que un grito anónimo de ""VIVA EL TENIENTE CORONEL TEJERO""."
Madrid,Plaza,SOLICITA,SOLICITA,False,1734,1977-10-10,"DESTINATARIOS: Central del Servicio.- MADRID SIGC, 4° Zona del Cuerpo.- PLAZA  El contenido de esta Nota Informativa sólo se comprobará si así se solicita de este Servicio."
Madrid,Servicio,SOLICITA,SOLICITA,False,1734,1977-10-10,"DESTINATARIOS: Central del Servicio.- MADRID SIGC, 4° Zona del Cuerpo.- PLAZA  El contenido de esta Nota Informativa sólo se comprobará si así se solicita de este Servicio."
Madrid,Zona,SOLICITA,SOLICITA,False,1734,1977-10-10,"DESTINATARIOS: Central del Servicio.- MADRID SIGC, 4° Zona del Cuerpo.- PLAZA  El contenido de esta Nota Informativa sólo se comprobará si así se solicita de este Servicio."
Plaza,Servicio,SOLICITA,SOLICITA,False,1734,1977-10-10,"DESTINATARIOS: Central del Servicio.- MADRID SIGC, 4° Zona del Cuerpo.- PLAZA  El contenido de esta Nota Informativa sólo se comprobará si así se solicita de este Servicio."
Plaza,Zona,SOLICITA,SOLICITA,False,1734,1977-10-10,"DESTINATARIOS: Central del Servicio.- MADRID SIGC, 4° Zona del Cuerpo.- PLAZA  El contenido de esta Nota Informativa sólo se comprobará si así se solicita de este Servicio."
Servicio,Zona,SOLICITA,SOLICITA,False,1734,1977-10-10,"DESTINATARIOS: Central del Servicio.- MADRID SIGC, 4° Zona del Cuerpo.- PLAZA  El contenido de esta Nota Informativa sólo se comprobará si así se solicita de este Servicio."
Coronel,Servicio,CONOCE,CONOCE,False,1734,1977-10-10,"Para conocimiento en ese Servicio, se adjunta editorial inserto en el diario ""REGION"" de esta capital, de fecha 11 de los corrientes, relative a un acto de adhesión al Teniente Coronel Tejero del Cuerpo, protagonizado por un grupo de malagueños."
Coronel,Gobernador Civil,LLAMA,LLAMA_A,False,1734,1977-10-10,"El teniente coronel Tejero llamaría a primeras horas de la tarde al gobernador civil para pedirle que impidiera la manifestación por razones graves, como era el estar de cuerpo presente los tres asesinados en Vizcaya."
Coronel,La Guardia Civil,ORDENA,RECIBE_ORDEN,False,1734,1977-10-10,"Este hecho es lo que incitaría al teniente coronel Tejero Molina, jefe de la 251 Comandancia de la Guardia Civil de Málaga, a dar órdenes a sus números de impedir la manifestación."
Coronel,La Guardia Civil,CONOCE,CONOCE,True,1734,1977-10-10,"Según parece, el coronel Daza, de la Guardia Civil, no tenía conocimiento de la decisión adoptada por Tejero Molina."
Coronel,Cuartel,ASISTE,VISITA,False,1734,1977-10-10,"Detrás de Tejero se situaron algunos miembros de Fuerza Nueva y elementos ultraderechistas, quienes al día siguiente visitarían, en número aproximado a 50, el cuartel de Los Angeles para solidarizarse y dar su apoyo —el que fuere necesario— al teniente coronel."
DOC_1734,Cuartel,MENCIONA,MENCIONA_DOCUMENTO,False,1734,1977-10-10,
Coronel,La Guardia Civil,SOLICITA,SOLICITA,False,1734,1977-10-10,"Los partidos han hecho público un comunicado, que no ha sido firmado por la UCD, en el que se dice que la actitud del teniente coronel fue una clara insubordinación a la primera autoridad malagueña y se pide que los elementos ultraderechistas —de esta manera catalogan las organizaciones al teniente coronel Tejero Molina— fueran apartados del mando de la Guardia Civil."
Coronel,Mando,SOLICITA,SOLICITA,False,1734,1977-10-10,"Los partidos han hecho público un comunicado, que no ha sido firmado por la UCD, en el que se dice que la actitud del teniente coronel fue una clara insubordinación a la primera autoridad malagueña y se pide que los elementos ultraderechistas —de esta manera catalogan las organizaciones al teniente coronel Tejero Molina— fueran apartados del mando de la Guardia Civil."
La Guardia Civil,Mando,SOLICITA,SOLICITA,False,1734,1977-10-10,"Los partidos han hecho público un comunicado, que no ha sido firmado por la UCD, en el que se dice que la actitud del teniente coronel fue una clara insubordinación a la primera autoridad malagueña y se pide que los elementos ultraderechistas —de esta manera catalogan las organizaciones al teniente coronel Tejero Molina— fueran apartados del mando de la Guardia Civil."
Coronel,Gobernador Civil De La Provincia,SOLICITA,SOLICITA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de que las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Coronel,Gobernador Civil De La Provincia,MENCIONA,MENCIONA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de que las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Coronel,Ministerio Del Interior,SOLICITA,SOLICITA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de que las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Coronel,Ministerio Del Interior,MENCIONA,MENCIONA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de que las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Gobernador Civil De La Provincia,Ministerio Del Interior,SOLICITA,SOLICITA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de que las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Gobernador Civil De La Provincia,Ministerio Del Interior,MENCIONA,MENCIONA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de que las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Coronel,Gobernador Civil De La Provincia,SOLICITA,SOLICITA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Coronel,Gobernador Civil De La Provincia,MENCIONA,MENCIONA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Coronel,Ministerio Del Interior,SOLICITA,SOLICITA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Coronel,Ministerio Del Interior,MENCIONA,MENCIONA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Gobernador Civil De La Provincia,Ministerio Del Interior,SOLICITA,SOLICITA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Gobernador Civil De La Provincia,Ministerio Del Interior,MENCIONA,MENCIONA,False,1734,1977-10-10,"Parece ser que esta medida ha sido adoptada a requerimiento del Ministerio del Interior, y ante el hecho de las órdenes dadas por el citado teniente coronel, al margen de las instrucciones del gobernador civil de la provincia en relación con una manifestación convocada por diversas fuerzas políticas para solicitar la mayoría de edad a los 18 años."
Coronel,España,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
DOC_1734,España,MENCIONA,MENCIONA_DOCUMENTO,False,1734,1977-10-10,
Coronel,La Guardia Civil,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
Coronel,Mando,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
Coronel,Partidos Políticos,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
DOC_1734,Partidos Políticos,MENCIONA,MENCIONA_DOCUMENTO,False,1734,1977-10-10,
España,La Guardia Civil,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
España,Mando,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
España,Partidos Políticos,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
La Guardia Civil,Mando,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
La Guardia Civil,Partidos Políticos,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
Mando,Partidos Políticos,SOLICITA,SOLICITA,False,1734,1977-10-10,"Con motivo de los titulares aparecidos en el día de ayer, en primera página de los periódicos SUR y SOL DE ESPAÑA, de esta Capital, en los que se anunciaba el arresto y retirada del mando al Teniente Coronel, Primer Jefe de esta Comandancia DON ANTONIO TEJERO MOLINA, por su actuación en la disolución de una manifestación convocada por diversos partidos políticos en solicitud de mayoría de edad a los 18 años en la tarde del pasado sábado, día 9, circulan entre la población civil de las misma los más variados comentarios que van desde la crítica condenatoria y alegría por el arresto en el personal convocante, hasta la admiración y elogio de la actitud de dicho Jefe por parte de las personas de orden, sin distinción de filiación política, con frases como: ""LA GUARDIA CIVIL ES LA UNICA QUE TIENE HUEVOS EN ESPAÑA"", ""YA ERA HORA DE QUE ALGUIEN PUSIERA ORDEN"", ""HAY QUE VER EL RESPETO QUE LE TIENEN A LA GUARDIA CIVIL, EN CUANTO DI JO QUE SE DISOLVIERAN LO HICIERON SIN UN SOLO GRITO"" y otras frases similares, siempre en tono laudatorio."
Ejército,Guardias,MENCIONA,MENCIONA,False,1734,1977-10-10,"Asimismo numerosos componentes del Cuerpo han sido felicitados efusivamente en la calle por miembros de la Policía Armada, Ejército y paisanos, con este motivo, a la vez que expresaban su repulsa por el asesinato de los dos Guardias Civiles en Guernica."
DOC_1734,Ejército,MENCIONA,MENCIONA_DOCUMENTO,False,1734,1977-10-10,
Coronel,España,ASISTE,VISITA,False,1734,1977-10-10,"También se tiene conocimiento de que son innumerables las visitas que constantemente recibe el su domicilio el Teniente Coronel DON ANTONIO TEJERO MOLINA, militares tanto en activo como retirados, así como personal civil y amigos, a la vez que son incesantes las llamadas telefónicas de compañeros y amigos de toda España que se interesan por su situación y los hechos ocurridos."
Coronel,España,CONOCE,CONOCE,False,1734,1977-10-10,"También se tiene conocimiento de que son innumerables las visitas que constantemente recibe el su domicilio el Teniente Coronel DON ANTONIO TEJERO MOLINA, militares tanto en activo como retirados, así como personal civil y amigos, a la vez que son incesantes las llamadas telefónicas de compañeros y amigos de toda España que se interesan por su situación y los hechos ocurridos."
Coronel,Militares,ASISTE,VISITA,False,1734,1977-10-10,"También se tiene conocimiento de que son innumerables las visitas que constantemente recibe el su domicilio el Teniente Coronel DON ANTONIO TEJERO MOLINA, militares tanto en activo como retirados, así como personal civil y amigos, a la vez que son incesantes las llamadas telefónicas de compañeros y amigos de toda España que se interesan por su situación y los hechos ocurridos."
DOC_1734,Militares,MENCIONA,MENCIONA_DOCUMENTO,False,1734,1977-10-10,
Coronel,Militares,CONOCE,CONOCE,False,1734,1977-10-10,"También se tiene conocimiento de que son innumerables las visitas que constantemente recibe el su domicilio el Teniente Coronel DON ANTONIO TEJERO MOLINA, militares tanto en activo como retirados, así como personal civil y amigos, a la vez que son incesantes las llamadas telefónicas de compañeros y amigos de toda España que se interesan por su situación y los hechos ocurridos."
España,Militares,ASISTE,VISITA,False,1734,1977-10-10,"También se tiene conocimiento de que son innumerables las visitas que constantemente recibe el su domicilio el Teniente Coronel DON ANTONIO TEJERO MOLINA, militares tanto en activo como retirados, así como personal civil y amigos, a la vez que son incesantes las llamadas telefónicas de compañeros y amigos de toda España que se interesan por su situación y los hechos ocurridos."
España,Militares,CONOCE,CONOCE,False,1734,1977-10-10,"También se tiene conocimiento de que son innumerables las visitas que constantemente recibe el su domicilio el Teniente Coronel DON ANTONIO TEJERO MOLINA, militares tanto en activo como retirados, así como personal civil y amigos, a la vez que son incesantes las llamadas telefónicas de compañeros y amigos de toda España que se interesan por su situación y los hechos ocurridos."
Coronel,Mandos,PERTENECE,PERTENECE_A,False,1734,1977-10-10,"FECHA: 13 de Octubre de 1.977 (UNE A-4: 210 × 297) ASUNTO: 503.-""A-1"".- COMENTARIOS EN TORNO A UNA NOTICIA PERIODISTIDA:-  ![img-12.jpeg](img-12.jpeg)  La noticia difundida por la agencia ""CIFRA"" y publicada en los distintos órganos de comunicación social, y más concretamente en los periódicos locales de esta capital, con tipografía grande y como noticia destacada en la que dé referencia del arresto impuesto al Teniente Coronel Primer Jefe de la Comandancia de Málaga, (al margen de las razones que pudieron existir para adoptar tal medida) no ha dejado de sorprender y contrariar, no sólo al cuadro de mandos de esta Comandancia, e incluso a la propia Tropa, sino también a Oficiales pertenecientes a otras Armas y Cuerpos, viendo todos con desagrado y completo malestar que actitudes ó disposiciones disciplinarias de carácter interno, en manera alguna ni con ningún pretexto deberían trascender a la opinión pública y ofrecer cierta clase de detalles que crean mal ambiente y sientan peor precedente considerándose que, en lo sucesivo, debería avitarse a toda costa/repetición de tal naturaleza y, no tanto en razón a que hechos de este tipo parece inapropiado sean del dominio público y se aireen alegremente, como por la razón que a todos nos asiste de pretender que nuestro rango, profesionalidad, ó personalidad, sea respetada."
Coronel,Mandos,SOLICITA,SOLICITA,False,1734,1977-10-10,"FECHA: 13 de Octubre de 1.977 (UNE A-4: 210 × 297) ASUNTO: 503.-""A-1"".- COMENTARIOS EN TORNO A UNA NOTICIA PERIODISTIDA:-  ![img-12.jpeg](img-12.jpeg)  La noticia difundida por la agencia ""CIFRA"" y publicada en los distintos órganos de comunicación social, y más concretamente en los periódicos locales de esta capital, con tipografía grande y como noticia destacada en la que dé referencia del arresto impuesto al Teniente Coronel Primer Jefe de la Comandancia de Málaga, (al margen de las razones que pudieron existir para adoptar tal medida) no ha dejado de sorprender y contrariar, no sólo al cuadro de mandos de esta Comandancia, e incluso a la propia Tropa, sino también a Oficiales pertenecientes a otras Armas y Cuerpos, viendo todos con desagrado y completo malestar que actitudes ó disposiciones disciplinarias de carácter interno, en manera alguna ni con ningún pretexto deberían trascender a la opinión pública y ofrecer cierta clase de detalles que crean mal ambiente y sientan peor precedente considerándose que, en lo sucesivo, debería avitarse a toda costa/repetición de tal naturaleza y, no tanto en razón a que hechos de este tipo parece inapropiado sean del dominio público y se aireen alegremente, como por la razón que a todos nos asiste de pretender que nuestro rango, profesionalidad, ó personalidad, sea respetada."
Coronel,Gobernador Civil,SOLICITA,SOLICITA,False,1734,1977-10-10,"La publicación en los periódicos ""Heraldo de Aragón"" y ""Aragón Exprés"" los días 9 y 10 del actual, en los que se edita la noticia del cese del mando de la Comandancia de Málaga, del Teniente Coronel Antonio Tejero Molina a requerimiento del Ministro del Interior, al disolver una manifestación juvenil que se hallaba autorizada por el Gobernador Civil en la que los manifestantes solicitaban mayoría de edad a los 18 años, ha causado malestar e indignación entre los componentes del Cuerpo."
Coronel,Gobernador Civil,AUTORIZA,AUTORIZA,False,1734,1977-10-10,"La publicación en los periódicos ""Heraldo de Aragón"" y ""Aragón Exprés"" los días 9 y 10 del actual, en los que se edita la noticia del cese del mando de la Comandancia de Málaga, del Teniente Coronel Antonio Tejero Molina a requerimiento del Ministro del Interior, al disolver una manifestación juvenil que se hallaba autorizada por el Gobernador Civil en la que los manifestantes solicitaban mayoría de edad a los 18 años, ha causado malestar e indignación entre los componentes del Cuerpo."
Coronel,Mando,SOLICITA,SOLICITA,False,1734,1977-10-10,"La publicación en los periódicos ""Heraldo de Aragón"" y ""Aragón Exprés"" los días 9 y 10 del actual, en los que se edita la noticia del cese del mando de la Comandancia de Málaga, del Teniente Coronel Antonio Tejero Molina a requerimiento del Ministro del Interior, al disolver una manifestación juvenil que se hallaba autorizada por el Gobernador Civil en la que los manifestantes solicitaban mayoría de edad a los 18 años, ha causado malestar e indignación entre los componentes del Cuerpo."
Coronel,Mando,AUTORIZA,AUTORIZA,False,1734,1977-10-10,"La publicación en los periódicos ""Heraldo de Aragón"" y ""Aragón Exprés"" los días 9 y 10 del actual, en los que se edita la noticia del cese del mando de la Comandancia de Málaga, del Teniente Coronel Antonio Tejero Molina a requerimiento del Ministro del Interior, al disolver una manifestación juvenil que se hallaba autorizada por el Gobernador Civil en la que los manifestantes solicitaban mayoría de edad a los 18 años, ha causado malestar e indignación entre los componentes del Cuerpo."
Gobernador Civil,Mando,SOLICITA,SOLICITA,False,1734,1977-10-10,"La publicación en los periódicos ""Heraldo de Aragón"" y ""Aragón Exprés"" los días 9 y 10 del actual, en los que se edita la noticia del cese del mando de la Comandancia de Málaga, del Teniente Coronel Antonio Tejero Molina a requerimiento del Ministro del Interior, al disolver una manifestación juvenil que se hallaba autorizada por el Gobernador Civil en la que los manifestantes solicitaban mayoría de edad a los 18 años, ha causado malestar e indignación entre los componentes del Cuerpo."
Gobernador Civil,Mando,AUTORIZA,AUTORIZA,False,1734,1977-10-10,"La publicación en los periódicos ""Heraldo de Aragón"" y ""Aragón Exprés"" los días 9 y 10 del actual, en los que se edita la noticia del cese del mando de la Comandancia de Málaga, del Teniente Coronel Antonio Tejero Molina a requerimiento del Ministro del Interior, al disolver una manifestación juvenil que se hallaba autorizada por el Gobernador Civil en la que los manifestantes solicitaban mayoría de edad a los 18 años, ha causado malestar e indignación entre los componentes del Cuerpo."
Coronel,Cuartel,AUTORIZA,AUTORIZA,False,1734,1977-10-10,"""Diario de  Examinar rísticas y chos escribo coincidencia a «Diario de Mundo de la Jefatura de A., p  Dirección General de la Guardia Civil  ESTADO MAYOR  2.ª SECCION  INFORMACION DE PRENSA  TEMA:  PERIODICO: ALCAZAR  FECHA: 13-10-77  # APLAUDIDA LA PRESENCIA DEL TENIENTE CORONEL TEJERO EN EL CUARTEL DE LA GUARDIA CIVIL DE MALAGA  MALAGA (Europa Press).—El teniente coronel Tejero, quien el pasado día 8 fue arrestado y retirado del mando de la Comandancia de la Guardia Civil de Málaga, por haber impedido una manifestación autorizada, asistió ayer en el Cuartel malagueño de la Guardia Civil al acto conmemorativo de la fiesta del Pilar, patrona de la Benemérita."
